timestamp,robot_x_m,robot_y_m,robot_heading_deg,region_id,grid_row,grid_column,path_segment,patrol_loop,risk_score,risk_level,state_confidence,uncertainty_score,uncertainty_level,dominant_risk,action_permission,safety_action,safety_policy,robot_action_mode,action_priority,motion_command,perception_command,actuator_command,operator_notification,execution_guard,command_status,uncertainty_case
2026-08-13 20:00,69.7,69.6,270,R04C04,4,4,row_4,11,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-13 21:00,50.7,70.1,270,R04C03,4,3,row_4,11,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-13 22:00,31.4,70.6,270,R04C02,4,2,row_4,11,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-13 23:00,11.4,70.9,270,R04C01,4,1,row_4,11,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 00:00,10.8,11.0,90,R01C01,1,1,row_1,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 01:00,29.8,10.9,90,R01C02,1,2,row_1,12,8.6,很低,0.99,44.0,中,healthy,hold,monitor_more_context,风险或不确定性处于中间状态 → 继续观察并收集更多上下文,monitor_context,normal,continue_patrol; revisit_region:R01C02,collect_next_context_window,none,R01C02 风险或不确定性处于中间状态，继续观察,no_direct_field_actuation,monitoring,normal
2026-08-14 02:00,48.9,10.5,90,R01C03,1,3,row_1,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 03:00,68.5,10.0,90,R01C04,1,4,row_1,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 04:00,88.8,9.5,90,R01C05,1,5,row_1,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 05:00,109.7,9.2,90,R01C06,1,6,row_1,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 06:00,110.7,29.0,270,R02C06,2,6,row_2,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 07:00,91.4,29.1,270,R02C05,2,5,row_2,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 08:00,71.4,29.4,270,R02C04,2,4,row_2,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 09:00,50.8,29.8,270,R02C03,2,3,row_2,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 10:00,29.8,30.3,270,R02C02,2,2,row_2,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 11:00,8.9,30.7,270,R02C01,2,1,row_2,12,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 12:00,8.5,51.0,90,R03C01,3,1,row_3,12,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 13:00,28.8,51.0,90,R03C02,3,2,row_3,12,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 14:00,49.7,50.7,90,R03C03,3,3,row_3,12,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 15:00,70.7,50.3,90,R03C04,3,4,row_3,12,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 16:00,91.4,49.8,90,R03C05,3,5,row_3,12,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 17:00,111.4,49.4,90,R03C06,3,6,row_3,12,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 18:00,110.7,69.1,270,R04C06,4,6,row_4,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 19:00,89.7,69.0,270,R04C05,4,5,row_4,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 20:00,68.8,69.2,270,R04C04,4,4,row_4,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 21:00,48.5,69.6,270,R04C03,4,3,row_4,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 22:00,28.9,70.1,270,R04C02,4,2,row_4,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-14 23:00,9.8,70.5,270,R04C01,4,1,row_4,12,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 00:00,10.8,10.9,90,R01C01,1,1,row_1,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 01:00,31.4,11.0,90,R01C02,1,2,row_1,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 02:00,51.4,10.9,90,R01C03,1,3,row_1,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 03:00,70.7,10.6,90,R01C04,1,4,row_1,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 04:00,89.7,10.1,90,R01C05,1,5,row_1,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 05:00,108.8,9.6,90,R01C06,1,6,row_1,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 06:00,108.5,29.2,270,R02C06,2,6,row_2,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 07:00,88.9,29.0,270,R02C05,2,5,row_2,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 08:00,69.8,29.1,270,R02C04,2,4,row_2,13,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 09:00,50.8,29.3,270,R02C03,2,3,row_2,13,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 10:00,31.4,29.8,270,R02C02,2,2,row_2,13,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 11:00,11.4,30.3,270,R02C01,2,1,row_2,13,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 12:00,10.7,50.7,90,R03C01,3,1,row_3,13,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 13:00,29.7,51.0,90,R03C02,3,2,row_3,13,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-15 14:00,48.8,51.0,90,R03C03,3,3,row_3,13,45.0,中,0.08,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C03@(48.8,51.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-15 15:00,68.5,50.8,90,R03C04,3,4,row_3,13,45.0,中,0.16,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C04@(68.5,50.8); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-15 16:00,88.9,50.4,90,R03C05,3,5,row_3,13,45.0,中,0.26,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C05@(88.9,50.4); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-15 17:00,109.8,49.9,90,R03C06,3,6,row_3,13,45.0,中,0.35,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C06@(109.8,49.9); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-15 18:00,110.8,69.4,270,R04C06,4,6,row_4,13,45.0,中,0.45,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R04C06@(110.8,69.4); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-15 19:00,91.4,69.1,270,R04C05,4,5,row_4,13,46.4,中,0.51,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R04C05@(91.4,69.1); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-15 20:00,71.4,69.0,270,R04C04,4,4,row_4,13,45.8,中,0.50,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R04C04@(71.4,69.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-15 21:00,50.7,69.2,270,R04C03,4,3,row_4,13,63.6,中高,0.73,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R04C03,verify_soil_moisture_next_pass,send_irrigation_alert,R04C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-15 22:00,29.7,69.5,270,R04C02,4,2,row_4,13,61.5,中高,0.71,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C02@(29.7,69.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-15 23:00,8.8,70.0,270,R04C01,4,1,row_4,13,59.2,中,0.68,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R04C01@(8.8,70.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 00:00,8.5,10.5,90,R01C01,1,1,row_1,14,56.2,中,0.64,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R01C01@(8.5,10.5); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 01:00,28.9,10.8,90,R01C02,1,2,row_1,14,53.8,中,0.61,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R01C02@(28.9,10.8); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C02 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 02:00,49.8,11.0,90,R01C03,1,3,row_1,14,53.0,中,0.60,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R01C03@(49.8,11.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 03:00,70.8,10.9,90,R01C04,1,4,row_1,14,53.0,中,0.60,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R01C04@(70.8,10.9); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 04:00,91.4,10.6,90,R01C05,1,5,row_1,14,53.3,中,0.60,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R01C05@(91.4,10.6); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 05:00,111.4,10.1,90,R01C06,1,6,row_1,14,52.4,中,0.59,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R01C06@(111.4,10.1); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 06:00,110.7,29.7,270,R02C06,2,6,row_2,14,52.1,中,0.59,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R02C06@(110.7,29.7); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 07:00,89.6,29.2,270,R02C05,2,5,row_2,14,51.9,中,0.58,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R02C05@(89.6,29.2); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 08:00,68.8,29.0,270,R02C04,2,4,row_2,14,52.5,中,0.59,35.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R02C04@(68.8,29.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-16 09:00,48.5,29.0,270,R02C03,2,3,row_2,14,71.9,中高,0.86,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R02C03,verify_soil_moisture_next_pass,send_irrigation_alert,R02C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 10:00,28.9,29.3,270,R02C02,2,2,row_2,14,79.7,中高,0.97,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R02C02,verify_soil_moisture_next_pass,send_irrigation_alert,R02C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 11:00,9.9,29.7,270,R02C01,2,1,row_2,14,80.6,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R02C01,verify_soil_moisture_next_pass,send_irrigation_alert,R02C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 12:00,10.9,50.2,90,R03C01,3,1,row_3,14,80.7,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C01,verify_soil_moisture_next_pass,send_irrigation_alert,R03C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 13:00,31.4,50.7,90,R03C02,3,2,row_3,14,80.8,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C02,verify_soil_moisture_next_pass,send_irrigation_alert,R03C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 14:00,51.4,50.9,90,R03C03,3,3,row_3,14,80.8,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C03,verify_soil_moisture_next_pass,send_irrigation_alert,R03C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 15:00,70.6,51.0,90,R03C04,3,4,row_3,14,80.7,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C04,verify_soil_moisture_next_pass,send_irrigation_alert,R03C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 16:00,89.6,50.8,90,R03C05,3,5,row_3,14,80.8,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C05,verify_soil_moisture_next_pass,send_irrigation_alert,R03C05 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-16 17:00,108.8,50.4,90,R03C06,3,6,row_3,14,75.8,中高,0.91,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R03C06@(108.8,50.4); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R03C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-16 18:00,108.5,69.9,270,R04C06,4,6,row_4,14,78.2,中高,0.94,44.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C06@(108.5,69.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-16 19:00,88.9,69.5,270,R04C05,4,5,row_4,14,73.6,中高,0.88,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C05@(88.9,69.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-16 20:00,69.9,69.1,270,R04C04,4,4,row_4,14,70.6,中高,0.84,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C04@(69.9,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-16 21:00,50.9,69.0,270,R04C03,4,3,row_4,14,69.3,中高,0.82,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C03@(50.9,69.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-16 22:00,31.5,69.1,270,R04C02,4,2,row_4,14,67.4,中高,0.79,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C02@(31.5,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-16 23:00,11.3,69.5,270,R04C01,4,1,row_4,14,67.0,中高,0.79,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C01@(11.3,69.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-17 00:00,10.6,9.9,90,R01C01,1,1,row_1,15,66.3,中高,0.78,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C01@(10.6,9.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
