timestamp,target_region,target_x_m,target_y_m,risk_level,dominant_risk,uncertainty_level,action_permission,safety_action,robot_action_mode,action_priority,motion_command,perception_command,actuator_command,operator_notification,execution_guard,command_status
2026-08-13 04:00,R01C05,91.4,9.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 05:00,R01C06,111.4,9.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 06:00,R02C06,110.8,29.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 07:00,R02C05,89.8,29.4,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 08:00,R02C04,68.9,29.9,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 09:00,R02C03,48.5,30.4,中,waterlogging,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C03@(48.5,30.4); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-13 10:00,R02C02,28.8,30.8,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 11:00,R02C01,9.7,31.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 12:00,R03C01,10.7,50.9,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 13:00,R03C02,31.4,50.7,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 14:00,R03C03,51.4,50.2,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 15:00,R03C04,70.8,49.7,低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 16:00,R03C05,89.8,49.3,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 17:00,R03C06,108.9,49.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 18:00,R04C06,108.5,69.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 19:00,R04C05,88.8,69.2,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 20:00,R04C04,69.7,69.6,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 21:00,R04C03,50.7,70.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 22:00,R04C02,31.4,70.6,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-13 23:00,R04C01,11.4,70.9,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 00:00,R01C01,10.8,11.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 01:00,R01C02,29.8,10.9,很低,healthy,中,hold,monitor_more_context,monitor_context,normal,continue_patrol; revisit_region:R01C02,collect_next_context_window,none,R01C02 风险或不确定性处于中间状态，继续观察,no_direct_field_actuation,monitoring
2026-08-14 02:00,R01C03,48.9,10.5,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 03:00,R01C04,68.5,10.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 04:00,R01C05,88.8,9.5,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 05:00,R01C06,109.7,9.2,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 06:00,R02C06,110.7,29.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 07:00,R02C05,91.4,29.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 08:00,R02C04,71.4,29.4,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 09:00,R02C03,50.8,29.8,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 10:00,R02C02,29.8,30.3,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 11:00,R02C01,8.9,30.7,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 12:00,R03C01,8.5,51.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 13:00,R03C02,28.8,51.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 14:00,R03C03,49.7,50.7,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 15:00,R03C04,70.7,50.3,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 16:00,R03C05,91.4,49.8,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 17:00,R03C06,111.4,49.4,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 18:00,R04C06,110.7,69.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 19:00,R04C05,89.7,69.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 20:00,R04C04,68.8,69.2,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 21:00,R04C03,48.5,69.6,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 22:00,R04C02,28.9,70.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-14 23:00,R04C01,9.8,70.5,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 00:00,R01C01,10.8,10.9,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 01:00,R01C02,31.4,11.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 02:00,R01C03,51.4,10.9,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 03:00,R01C04,70.7,10.6,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 04:00,R01C05,89.7,10.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 05:00,R01C06,108.8,9.6,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 06:00,R02C06,108.5,29.2,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 07:00,R02C05,88.9,29.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 08:00,R02C04,69.8,29.1,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 09:00,R02C03,50.8,29.3,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 10:00,R02C02,31.4,29.8,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 11:00,R02C01,11.4,30.3,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 12:00,R03C01,10.7,50.7,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C01 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 13:00,R03C02,29.7,51.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R03C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-15 14:00,R03C03,48.8,51.0,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R03C03@(48.8,51.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-15 15:00,R03C04,68.5,50.8,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R03C04@(68.5,50.8); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-15 16:00,R03C05,88.9,50.4,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R03C05@(88.9,50.4); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-15 17:00,R03C06,109.8,49.9,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R03C06@(109.8,49.9); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-15 18:00,R04C06,110.8,69.4,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R04C06@(110.8,69.4); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-15 19:00,R04C05,91.4,69.1,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R04C05@(91.4,69.1); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-15 20:00,R04C04,71.4,69.0,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R04C04@(71.4,69.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-15 21:00,R04C03,50.7,69.2,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R04C03,verify_soil_moisture_next_pass,send_irrigation_alert,R04C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-15 22:00,R04C02,29.7,69.5,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C02@(29.7,69.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-15 23:00,R04C01,8.8,70.0,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R04C01@(8.8,70.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R04C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 00:00,R01C01,8.5,10.5,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R01C01@(8.5,10.5); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 01:00,R01C02,28.9,10.8,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R01C02@(28.9,10.8); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C02 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 02:00,R01C03,49.8,11.0,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R01C03@(49.8,11.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 03:00,R01C04,70.8,10.9,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R01C04@(70.8,10.9); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 04:00,R01C05,91.4,10.6,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R01C05@(91.4,10.6); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 05:00,R01C06,111.4,10.1,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R01C06@(111.4,10.1); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 06:00,R02C06,110.7,29.7,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C06@(110.7,29.7); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 07:00,R02C05,89.6,29.2,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C05@(89.6,29.2); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 08:00,R02C04,68.8,29.0,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C04@(68.8,29.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-16 09:00,R02C03,48.5,29.0,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C03,verify_soil_moisture_next_pass,send_irrigation_alert,R02C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 10:00,R02C02,28.9,29.3,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C02,verify_soil_moisture_next_pass,send_irrigation_alert,R02C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 11:00,R02C01,9.9,29.7,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C01,verify_soil_moisture_next_pass,send_irrigation_alert,R02C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 12:00,R03C01,10.9,50.2,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C01,verify_soil_moisture_next_pass,send_irrigation_alert,R03C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 13:00,R03C02,31.4,50.7,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C02,verify_soil_moisture_next_pass,send_irrigation_alert,R03C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 14:00,R03C03,51.4,50.9,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C03,verify_soil_moisture_next_pass,send_irrigation_alert,R03C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 15:00,R03C04,70.6,51.0,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C04,verify_soil_moisture_next_pass,send_irrigation_alert,R03C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 16:00,R03C05,89.6,50.8,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C05,verify_soil_moisture_next_pass,send_irrigation_alert,R03C05 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-16 17:00,R03C06,108.8,50.4,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R03C06@(108.8,50.4); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R03C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-16 18:00,R04C06,108.5,69.9,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C06@(108.5,69.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-16 19:00,R04C05,88.9,69.5,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C05@(88.9,69.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-16 20:00,R04C04,69.9,69.1,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C04@(69.9,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-16 21:00,R04C03,50.9,69.0,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C03@(50.9,69.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-16 22:00,R04C02,31.5,69.1,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C02@(31.5,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-16 23:00,R04C01,11.3,69.5,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C01@(11.3,69.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 00:00,R01C01,10.6,9.9,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C01@(10.6,9.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 01:00,R01C02,29.6,10.4,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R01C02,verify_soil_moisture_next_pass,send_irrigation_alert,R01C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-17 02:00,R01C03,48.8,10.8,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C03@(48.8,10.8); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 03:00,R01C04,68.5,11.0,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C04@(68.5,11.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 04:00,R01C05,89.0,10.9,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C05@(89.0,10.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 05:00,R01C06,109.9,10.7,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C06@(109.9,10.7); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 06:00,R02C06,110.9,30.2,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R02C06@(110.9,30.2); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R02C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 07:00,R02C05,91.5,29.7,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R02C05@(91.5,29.7); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R02C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-17 08:00,R02C04,71.3,29.3,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C04,verify_soil_moisture_next_pass,send_irrigation_alert,R02C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-17 09:00,R02C03,50.6,29.0,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C03,verify_soil_moisture_next_pass,send_irrigation_alert,R02C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-17 10:00,R02C02,29.6,29.0,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C02,verify_soil_moisture_next_pass,send_irrigation_alert,R02C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-17 11:00,R02C01,8.7,29.2,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C01,verify_soil_moisture_next_pass,send_irrigation_alert,R02C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-17 12:00,R03C01,8.5,49.6,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C01,verify_soil_moisture_next_pass,send_irrigation_alert,R03C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-17 13:00,R03C02,29.0,50.1,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C02,verify_soil_moisture_next_pass,send_irrigation_alert,R03C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-17 14:00,R03C03,49.9,50.6,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C03,verify_soil_moisture_next_pass,send_irrigation_alert,R03C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
